Test_Trip_ID	Predicted_JourneyPatternID
302	01501001
303	01501001
304	01501001
305	01501001
306	01501001
307	01501001
308	01501001
309	01501001
310	01501001
311	01501001
312	01501001
313	01501001
314	01501001
315	01501001
316	01501001
317	01501001
318	01501001
319	01501001
320	01501001
321	01501001
322	01501001
323	01501001
324	01501001
325	01501001
326	01501001
327	01501001
328	01501001
329	01501001
330	01501001
331	066A1001
332	066A1001
333	01200001
334	01200001
335	01200001
336	01200001
337	01200001
338	01200001
339	01200001
340	01200001
341	01200001
342	01200001
343	01200001
344	01200001
345	01200001
346	01200001
347	01200001
348	01200001
349	01200001
350	01200001
351	01200001
352	01200001
353	01200001
354	01200001
355	01200001
356	01200001
357	01200001
358	01200001
359	01200001
360	01200001
361	01200001
362	01200001
363	01200001
364	01200001
365	01200001
366	01200001
367	01200001
368	01200001
369	01200001
370	01200001
371	01200001
372	01200001
373	045A0001
374	045A0001
375	045A0001
376	045A0001
377	045A0001
378	045A0001
379	045A0001
380	045A0001
381	045A0001
382	045A0001
383	045A0001
384	045A0001
385	045A0001
386	045A0001
387	045A0001
388	045A0001
389	045A0004
390	045A0004
391	045A0004
392	045A0004
393	00321001
394	00321001
395	00321001
396	00321001
397	00321001
398	00321001
399	00321001
400	00321001
401	00321001
402	00321001
403	00321001
404	00321001
405	00321001
406	00321001
407	00321001
408	02201001
409	02201001
410	00180001
411	00180001
412	00180001
413	00180001
414	00180001
415	00180001
416	00180001
417	00180001
418	00180001
419	00180001
420	00180001
421	00071004
422	00180001
423	00180001
424	01841001
425	01841001
426	01841001
427	01841001
428	01841001
429	01841001
430	01841001
431	01841001
432	01841001
433	01841001
434	01841001
435	01841001
436	01841001
437	01841001
438	01841001
439	01841001
440	01841001
441	01841001
442	01841001
443	01841001
444	01841001
445	01841001
446	01841001
447	01841001
448	01850003
449	01841001
450	01850003
451	01841001
452	01841001
453	00791001
454	00791001
455	00791001
456	00791001
457	025A1001
458	00791001
459	00791001
460	00791001
461	00791001
462	00791001
463	00791001
464	00791001
465	00791001
466	00791001
467	00791001
468	00791001
469	00791001
470	00791001
471	00791001
472	00791001
473	00671001
474	00671001
475	00671001
476	00671001
477	00671001
478	00671001
479	00671001
480	00671001
481	00671001
482	00671001
483	00671001
484	00671001
485	00671001
486	00671001
487	00671001
488	00671001
489	00671001
490	00671001
491	00671001
492	00671001
493	00671001
494	00671001
495	00671001
496	00671001
497	00750001
498	00750001
499	00750001
500	00750001
501	00750001
502	00750001
503	00750001
504	00750001
505	00750001
506	00750001
507	00750001
508	00750001
509	00750001
510	00750001
511	00750001
512	00750001
513	00750001
514	00750001
515	00750001
516	045A1004
517	00750001
518	00750001
519	045A1004
520	00750002
521	01110001
522	01110001
523	01110001
524	01110001
525	00390001
526	00390001
527	00390001
528	00390001
529	00390001
530	00390001
531	00390001
532	00390001
533	00390001
534	00390001
535	00390001
536	00390001
537	00390001
538	00390001
539	00390001
540	00390001
541	00390001
542	00390001
543	00390001
544	00390001
545	00390001
546	00390001
547	00390001
548	00390001
549	00141001
550	00441001
551	00441001
552	00441001
553	00441001
554	00441001
555	00441001
556	00441001
557	00441001
558	00441001
559	00441001
560	00441001
561	00441001
562	00441001
563	025B1001
564	025B1001
565	025B1001
566	025B1001
567	025B1001
568	00371001
569	025B1001
570	025B1001
571	025B1001
572	025B1001
573	025B0001
574	025B1001
575	025B1001
576	025B1001
577	025B1001
578	025B1001
579	025B1001
580	025B1001
581	025B1001
582	025B1001
583	025B1001
584	025B1001
585	025B1001
586	025B1001
587	025B1001
588	025B1001
589	00271001
590	00271001
591	00271001
592	00271001
593	00271001
594	00271001
595	00271001
596	00271001
597	00271001
598	00271001
599	00271001
600	00271001
601	00271001
602	00271001
603	00271001
604	00271001
605	00271001
606	00271001
607	00271001
608	00271001
609	00271001
610	00271001
611	00271001
612	00271001
613	00271001
614	00271001
615	00271001
616	00271001
617	00271001
618	00271001
619	00271001
620	00271001
621	00271001
622	00271001
623	00270003
624	00271001
625	00271001
626	00271001
627	00271001
628	00271001
629	00271001
630	00271001
631	00271001
632	00271001
633	00271001
634	076A0001
635	00680003
636	02381001
637	02381001
638	02381001
639	02381001
640	02381001
641	02381001
642	02381001
643	02381001
644	02381001
645	00680004
646	00680004
647	00680004
648	00680004
649	00680004
650	00680004
651	00680004
652	00010001
653	00010001
654	00010001
655	00010001
656	00010001
657	00010001
658	00010001
659	00010001
660	00010001
661	00010001
662	00010001
663	00010001
664	00010001
665	00010001
666	00010001
667	00010001
668	00010001
669	00010001
670	00010001
671	00010001
672	00010001
673	00010001
674	00010001
675	00010001
676	00010001
677	00010001
678	00010001
679	00010001
680	00010001
681	00010001
682	00010001
683	00010001
684	00010001
685	00010001
686	040D0001
687	040D0001
688	040D0002
689	040D0002
690	040D0002
691	040D0002
692	040D0002
693	040D0002
694	040D0002
695	040D0002
696	040D0002
697	040D0002
698	040D0002
699	040D0002
700	040D0002
701	040D0002
702	040D0002
703	040D0002
704	040D0002
705	040D0002
706	040D0002
707	040D0002
708	040D0002
709	00010002
710	00010002
711	00011002
712	00010002
713	00010002
714	00010002
715	041C0001
716	041C0001
717	041C0001
718	041C0001
719	041C0001
720	041C0001
721	041C0001
722	041C0001
723	041C0001
724	041C0001
725	041C0001
726	041C0001
727	041C0001
728	041C0001
729	041C0001
730	041C0001
731	041C0001
732	041C0001
733	041C0001
734	041C0001
735	041C0001
736	041C0001
737	041C0001
738	041C0001
739	041C0001
740	00531001
741	00531001
742	00531001
743	00531001
744	00531001
745	00531001
746	00531001
747	00531001
748	00531001
749	00531001
750	00531001
751	00531001
752	00491001
753	00491001
754	00491001
755	00491001
756	00491001
757	00491001
758	00491001
759	00491001
760	00491001
761	00491001
762	00150001
763	00491001
764	00491001
765	00491001
766	00491001
767	00491001
768	00491001
769	00491001
770	00491001
771	00491001
772	00490001
773	00491001
774	00491001
775	00491001
776	00491001
777	068A0001
778	068A0001
779	068A0001
780	068A0001
781	039A0001
782	039A0001
783	039A0001
784	039A0001
785	039A0001
786	039A0001
787	039A0001
788	039A0001
789	039A0001
790	039A0001
791	039A0001
792	039A0001
793	039A0001
794	039A0001
795	039A0001
796	039A0001
797	039A0001
798	039A0001
799	039A0001
800	039A0001
801	039A0001
802	039A0001
803	039A0001
804	039A0001
805	039A0001
806	039A0001
807	039A0001
808	039A0001
809	039A0001
810	039A0001
811	039A0001
812	039A0001
813	039A0001
814	039A0001
815	039A0001
816	039A0001
817	039A0001
818	039A0001
819	039A0001
820	039A0001
821	039A0001
822	039A0001
823	039A0001
824	039A0001
825	039A0001
826	039A0001
827	039A0001
828	039A0001
829	039A1001
830	039A0001
831	039A0001
832	039A0001
833	039A0001
834	039A0001
835	039A0001
836	039A0001
837	039A0001
838	039A0001
839	039A0001
840	039A0001
841	039A0001
842	038A0001
843	038A0001
844	038A0001
845	038A0001
846	038A0001
847	038A0001
848	038A0001
849	038A0001
850	038A0001
851	038A0001
852	038A0001
853	038A0001
854	079A0001
855	079A0001
856	079A0001
857	079A0001
858	079A0001
859	079A0001
860	079A0001
861	079A0001
862	079A0001
863	079A0001
864	079A0001
865	079A0001
866	079A0001
867	079A0001
868	079A0001
869	079A0001
870	079A0001
871	079A0001
872	01300001
873	01300001
874	01300001
875	01300001
876	01300001
877	01300001
878	01300001
879	01300001
880	01300001
881	01300001
882	01300001
883	01300001
884	01300001
885	01300001
886	01300001
887	01300001
888	01300001
889	01300001
890	01300001
891	01300001
892	01300001
893	01300001
894	01300001
895	01300001
896	01300001
897	01300001
898	01300001
899	01300001
900	01300001
901	01300001
902	00431001
903	01300001
904	01300001
905	01300001
906	01300001
907	01300001
908	01300001
909	01300001
910	01300001
911	01300001
912	01300001
913	01300001
914	01300001
915	01300001
916	01300001
917	01300001
918	01300001
919	01300001
920	01300001
921	01300001
922	01300001
923	01300001
924	01300001
925	01300001
926	01300001
927	01300001
928	01300001
929	01300001
930	01300001
931	01300001
932	01300001
933	01300001
934	01300001
935	01300001
936	01300001
937	01300001
938	01300001
939	01300001
940	01300001
941	01300001
942	01300001
943	01300001
944	01300001
945	01300001
946	00370001
947	00370001
948	00370001
949	00370001
950	00370001
951	00370001
952	00370001
953	00370001
954	00390001
955	00370001
956	00370001
957	00370001
958	00370001
959	00370001
960	00370001
961	00370001
962	00370001
963	00370001
964	00370001
965	00700001
966	00370001
967	00370001
968	00370001
969	00370001
970	00370001
971	00370001
972	00370001
973	00370001
974	00370001
975	00370001
976	00370001
977	00370001
978	00370001
979	00370001
980	083A1001
981	083A1001
982	083A1001
983	083A1001
984	083A1001
985	083A1001
986	00131002
987	00131002
988	00131002
989	00131002
990	00131002
991	00131002
992	00131002
993	00131001
994	00131002
995	00131002
996	00131002
997	00131001
998	00131001
999	00131001
1000	00131001
1001	00131001
1002	00131001
1003	00131001
1004	00131001
1005	00131001
1006	00131001
1007	00131001
1008	00131001
1009	00131001
1010	00131001
1011	00131001
1012	00131001
1013	00070004
1014	00070004
1015	00070004
1016	00070004
1017	00070004
1018	00070004
1019	00070001
1020	00070002
1021	00070001
1022	00070001
1023	00070001
1024	00070001
1025	00070001
1026	00070001
1027	00070001
1028	01111001
1029	00070001
1030	007B0001
1031	00070001
1032	00070001
1033	007B0001
1034	00070001
1035	00070001
1036	00070002
1037	00070001
1038	00070001
1039	00070001
1040	00070001
1041	00070001
1042	00141001
1043	00070001
1044	00070001
1045	00070001
1046	007B0001
1047	00070001
1048	00070001
1049	00070001
1050	00070001
1051	00070001
1052	01511001
1053	01511001
1054	01511001
1055	01511001
1056	01511001
1057	01511001
1058	01511001
1059	01511001
1060	01511001
1061	01511001
1062	01511001
1063	01511001
1064	01511001
1065	01511001
1066	01511001
1067	01511001
1068	01511001
1069	01511001
1070	01511001
1071	01511001
1072	01511001
1073	01511001
1074	01511001
1075	01511001
1076	01511001
1077	01511001
1078	01511001
1079	01511001
1080	01510001
1081	01511001
1082	01511001
1083	01511001
1084	01511001
1085	01511001
1086	01511001
1087	01511002
1088	01511002
1089	00760001
1090	00260001
1091	00760001
1092	00760001
1093	00760001
1094	00760001
1095	00760001
1096	00760001
1097	00760001
1098	00760001
1099	00760001
1100	00760001
1101	00760001
1102	00760001
1103	00760001
1104	00760001
1105	00760001
1106	00760001
1107	00760001
1108	00760001
1109	00760001
1110	01401001
1111	01401001
1112	01401001
1113	01401001
1114	01401001
1115	01401001
1116	01401001
1117	01401001
1118	01401001
1119	01401001
1120	01401001
1121	01401001
1122	01401001
1123	01401001
1124	01401001
1125	01401001
1126	01401001
1127	01401001
1128	01401001
1129	01401001
1130	01401001
1131	01401001
1132	01401001
1133	01401001
1134	01401001
1135	01401001
1136	01401001
1137	01401001
1138	01401001
1139	01401001
1140	01401001
1141	01401001
1142	01401001
1143	01401001
1144	01401001
1145	01401001
1146	01401001
1147	01401001
1148	01401001
1149	00110001
1150	00110001
1151	00110001
1152	00110001
1153	00110001
1154	00110001
1155	00110001
1156	00110001
1157	00110001
1158	00111001
1159	00110001
1160	00110001
1161	00110001
1162	00110001
1163	00110001
1164	00110001
1165	00110001
1166	00110001
1167	00110001
1168	00110001
1169	00110001
1170	00110001
1171	00110001
1172	00110001
1173	00110001
1174	00110001
1175	00110001
1176	00110001
1177	00091001
1178	00091001
1179	00091001
1180	00091001
1181	00091001
1182	00091001
1183	00091001
1184	00091001
1185	00091001
1186	00091001
1187	00091001
1188	00091001
1189	00091001
1190	00091001
1191	00091001
1192	00091001
1193	00091001
1194	00091001
1195	00091001
1196	00091001
1197	00091001
1198	00091001
1199	00091001
1200	00091001
1201	00091001
1202	00091001
1203	00091001
1204	00091001
1205	00091001
1206	00091001
1207	00091001
1208	00091001
1209	00091001
1210	00091001
1211	00091001
1212	00091001
1213	00091001
1214	00091001
1215	00091001
1216	00091001
1217	00091001
1218	00091001
1219	00091001
1220	017A1003
1221	017A0004
1222	017A1003
1223	017A1003
1224	017A1003
1225	017A1003
1226	017A1003
1227	017A1003
1228	017A1003
1229	017A1003
1230	017A1003
1231	017A1003
1232	017A1003
1233	017A1003
1234	017A1003
1235	017A1003
1236	017A1003
1237	017A1003
1238	040D1002
1239	017A0004
1240	017A1003
1241	017A1003
1242	017A1003
1243	017A1003
1244	017A1003
1245	017A1003
1246	017A1003
1247	017A1003
1248	017A1004
1249	017A1004
1250	00040001
1251	00040001
1252	00040001
1253	00040001
1254	00040001
1255	00040001
1256	00040001
1257	00040001
1258	00830001
1259	00040001
1260	00040001
1261	00040001
1262	00040001
1263	00040001
1264	00040001
1265	00040001
1266	00040001
1267	00040001
1268	00040001
1269	00040001
1270	00041001
1271	00040001
1272	00040001
1273	00040001
1274	00040001
1275	00040001
1276	00040001
1277	00040001
1278	00040001
1279	00040001
1280	00040001
1281	00040001
1282	00040001
1283	00040001
1284	00040001
1285	00040001
1286	00040001
1287	00040001
1288	00040001
1289	00040001
1290	00040001
1291	00830001
1292	00040001
1293	00040001
1294	00040001
1295	00040001
1296	00040001
1297	00040001
1298	00040001
1299	00040001
1300	00040001
1301	00631003
1302	00631003
1303	00631003
1304	00631003
1305	00631003
1306	00631003
1307	00631003
1308	00631003
1309	00631003
1310	00631003
1311	00631003
1312	00631003
1313	00631003
1314	00631003
1315	00631003
1316	00631003
1317	00631003
1318	00631003
1319	045A1004
1320	00631001
1321	00430001
1322	00430001
1323	00430001
1324	00430001
1325	00430001
1326	00430001
1327	00430001
1328	00430001
1329	00430001
1330	00430001
1331	00430001
1332	00430001
1333	00430001
1334	00430001
1335	00090001
1336	00090001
1337	00090001
1338	00090001
1339	00090001
1340	00090001
1341	00090001
1342	00090001
1343	00090001
1344	00090001
1345	00090001
1346	00090001
1347	00090001
1348	00090001
1349	00090001
1350	00090001
1351	00090001
1352	00090001
1353	00090001
1354	00090001
1355	00090001
1356	00090001
1357	00090001
1358	00090001
1359	00090001
1360	00090001
1361	00090001
1362	00090001
1363	00090001
1364	00090001
1365	00090001
1366	00090001
1367	00090001
1368	00090001
1369	00090001
1370	00090001
1371	00090001
1372	00090001
1373	00090001
1374	00090001
1375	00090001
1376	015A0001
1377	029A0001
1378	029A0001
1379	029A0001
1380	029A0001
1381	029A0001
1382	029A0001
1383	029A0001
1384	029A0001
1385	029A0001
1386	029A0001
1387	029A0001
1388	029A0001
1389	029A0001
1390	029A0001
1391	029A0001
1392	029A0001
1393	029A0001
1394	029A0001
1395	029A0001
1396	029A0001
1397	029A0001
1398	029A0001
1399	029A0001
1400	029A0001
1401	029A0001
1402	029A0001
1403	029A0001
1404	029A0001
1405	029A0001
1406	029A0001
1407	029A0001
1408	029A0001
1409	029A0001
1410	029A0001
1411	029A0001
1412	029A0001
1413	029A0001
1414	029A0001
1415	029A0001
1416	01220001
1417	01220001
1418	01220001
1419	01220001
1420	01220001
1421	01220001
1422	01220001
1423	01220001
1424	01220001
1425	01220001
1426	01220001
1427	01220001
1428	01220001
1429	01220001
1430	01220001
1431	01220001
1432	01220001
1433	01220001
1434	01220001
1435	01220002
1436	01220001
1437	01220001
1438	01220001
1439	01220001
1440	01220001
1441	01220001
1442	01220001
1443	01220001
1444	01220001
1445	01220001
1446	01220001
1447	01220001
1448	01220001
1449	01220001
1450	01220001
1451	01220001
1452	01220001
1453	01220001
1454	01220001
1455	00151001
1456	00151001
1457	00151001
1458	00151001
1459	00151001
1460	00151001
1461	00151001
1462	00151001
1463	00151001
1464	00151001
1465	00151001
1466	00151001
1467	00151001
1468	00151001
1469	00151001
1470	00151001
1471	00151001
1472	00151001
1473	054A0001
1474	00151001
1475	00151001
1476	00151001
1477	00151001
1478	00151001
1479	00151001
1480	00151001
1481	00151001
1482	00151001
1483	00151001
1484	00151001
1485	00151001
1486	00151001
1487	00151001
1488	00151001
1489	00151001
1490	00151001
1491	00151001
1492	00151001
1493	00151001
1494	00151001
1495	00151001
1496	00151001
1497	00151001
1498	00151001
1499	00151001
1500	00151001
1501	00151001
1502	00151001
1503	00151001
1504	00151001
1505	00151001
1506	00151001
1507	00151001
1508	00151001
1509	00151001
1510	00151001
1511	00151001
1512	00151001
1513	00151001
1514	00151001
1515	00151001
1516	00151001
1517	00840001
1518	00840001
1519	00840001
1520	00840001
1521	00840001
1522	00840001
1523	00840001
1524	00840001
1525	00840001
1526	00840001
1527	00840001
1528	054A1001
1529	054A1001
1530	054A1001
1531	00180001
1532	054A1001
1533	054A1001
1534	054A1001
1535	054A1001
1536	054A1001
1537	054A1001
1538	054A1001
1539	054A1001
1540	054A1001
1541	054A1001
1542	054A1001
1543	054A1001
1544	054A1001
1545	054A1001
1546	00491001
1547	054A1001
1548	00490001
1549	054A1001
1550	054A1001
1551	054A1001
1552	054A1001
1553	00490001
1554	054A1001
1555	00591001
1556	00591001
1557	00591001
1558	00591001
1559	00591001
1560	00591001
1561	00591001
1562	00591001
1563	00591001
1564	00591001
1565	00591001
1566	00591001
1567	00591001
1568	00591001
1569	00591001
1570	00591001
1571	00591001
1572	00591001
1573	00591001
1574	00591001
1575	01230001
1576	07471001
1577	07471001
1578	07471001
1579	07471001
1580	07471001
1581	07471001
1582	07471001
1583	00331001
1584	07471001
1585	07471001
1586	07471001
1587	07471001
1588	07471001
1589	07471001
1590	07471001
1591	07471001
1592	07471001
1593	07471001
1594	07471001
1595	07471001
1596	07471001
1597	07471001
1598	07471001
1599	07471001
1600	07471001
1601	07471001
1602	07471001
1603	07471001
1604	07471001
1605	07471001
1606	07471001
1607	07471001
1608	07471001
1609	07471001
1610	07471001
1611	07471001
1612	07471001
1613	07471001
1614	07471001
1615	07471001
1616	07471001
1617	07471001
1618	07471001
1619	07471001
1620	07471001
1621	07471001
1622	07471001
1623	07471001
1624	07471001
1625	07471001
1626	07471001
1627	07471001
1628	07471001
1629	07471001
1630	07471001
1631	07471001
1632	07471001
1633	07471001
1634	07471001
1635	00260001
1636	00260001
1637	00260001
1638	00260001
1639	00260001
1640	00260001
1641	00260001
1642	00260001
1643	00260001
1644	00311001
1645	00311001
1646	00311001
1647	00311001
1648	00311001
1649	00311001
1650	00311001
1651	00311001
1652	00311001
1653	00311001
1654	00311001
1655	00311001
1656	00311001
1657	00311001
1658	00311001
1659	00311001
1660	00311001
1661	00311001
1662	00311001
1663	00311001
1664	00311001
1665	00311001
1666	00311001
1667	00311001
1668	00311001
1669	00311001
1670	00311001
1671	00311001
1672	00311001
1673	00141001
1674	00141001
1675	00141001
1676	00141001
1677	00141001
1678	00141001
1679	00141001
1680	00141001
1681	00141001
1682	00141001
1683	00141001
1684	00141001
1685	00141001
1686	00141001
1687	00141001
1688	00141001
1689	00141001
1690	00141001
1691	00141001
1692	00141001
1693	00141001
1694	00141001
1695	00141001
1696	00141001
1697	00141001
1698	00141001
1699	00141001
1700	00141001
1701	00141001
1702	00141001
1703	00141001
1704	00141001
1705	00141001
1706	00141001
1707	00141001
1708	01041001
1709	00141001
1710	00141001
1711	00141001
1712	00141001
1713	00141001
1714	00140001
1715	00831001
1716	00831001
1717	00831001
1718	00831001
1719	00830001
1720	00831001
1721	00831001
1722	00831001
1723	00831001
1724	00831001
1725	00831001
1726	00831001
1727	00831001
1728	00831001
1729	00831001
1730	00831001
1731	00831001
1732	00831001
1733	00831001
1734	00831001
1735	00830001
1736	00831001
1737	00831001
1738	00831001
1739	00831001
1740	00831001
1741	00831001
1742	00831001
1743	00831001
1744	00831001
1745	00831001
1746	00831001
1747	00831001
1748	00831001
1749	00831001
1750	00831001
1751	00831001
1752	00831001
1753	00830001
1754	00830001
1755	044B0001
1756	044B0001
1757	044B0001
1758	044B1001
1759	044B0001
1760	044B0001
1761	01850004
1762	01850004
1763	01850004
1764	01850004
1765	01850004
1766	01850004
1767	01850004
1768	01850004
1769	00611001
1770	025B1001
1771	00271003
1772	00490001
1773	00431001
1774	00830001
1775	01140001
1776	01140001
1777	01140001
1778	01140001
1779	01140001
1780	01140001
1781	01140001
1782	01140001
1783	01140001
1784	01140001
1785	01140001
1786	01850001
1787	01850001
1788	01850001
1789	01850001
1790	01850002
1791	01850002
1792	01850002
1793	01850002
1794	01850003
1795	01850003
1796	00660001
1797	00660001
1798	00660001
1799	00660001
1800	00660001
1801	00660001
1802	00660001
1803	00660001
1804	00660001
1805	00660001
1806	00660001
1807	00660001
1808	00660001
1809	00660001
1810	00660001
1811	00690001
1812	00690001
1813	00690001
1814	00690001
1815	00690001
1816	00690001
1817	00690001
1818	00690001
1819	00690001
1820	00690001
1821	00690001
1822	065B1001
1823	065B1001
1824	065B1001
1825	065B1001
1826	065B1001
1827	065B1001
1828	065B1001
1829	065B1001
1830	065B1001
1831	065B1001
1832	065B1001
1833	00401001
1834	00401001
1835	00401001
1836	00401001
1837	00401001
1838	00401001
1839	00401001
1840	00401001
1841	00401001
1842	00401001
1843	00401001
1844	00401001
1845	00401001
1846	00401001
1847	00401001
1848	00401001
1849	00401001
1850	00401001
1851	00401001
1852	00401001
1853	00401001
1854	00401001
1855	00401001
1856	00401001
1857	00401001
1858	00401001
1859	00401001
1860	00401001
1861	00401001
1862	00401001
1863	00401001
1864	00401001
1865	00401001
1866	00401001
1867	00401001
1868	00401001
1869	00401001
1870	00401001
1871	00401001
1872	00401001
1873	00401001
1874	00401001
1875	00401001
1876	00401001
1877	00401001
1878	00401001
1879	00401001
1880	00401001
1881	00401001
1882	00401001
1883	00401001
1884	00401001
1885	00401001
1886	00401001
1887	00401001
1888	00401001
1889	00401001
1890	00401001
1891	046A0001
1892	046A0001
1893	046A0001
1894	046A0001
1895	046A0001
1896	046A0001
1897	046A0001
1898	046A0001
1899	046A0001
1900	046A0001
1901	046A0001
1902	046A0001
1903	046A0001
1904	046A0001
1905	046A0001
1906	046A0001
1907	046A0001
1908	046A0001
1909	046A0001
1910	046A0001
1911	046A0001
1912	046A0001
1913	046A0001
1914	046A0001
1915	046A0001
1916	046A0001
1917	046A0001
1918	046A0001
1919	046A0001
1920	046A0001
1921	046A0001
1922	046A0001
1923	046A0001
1924	046A0001
1925	046A0001
1926	046A0001
1927	046A0001
1928	046A0001
1929	046A0001
1930	046A0001
1931	046A0001
1932	046A0001
1933	046A0001
1934	046A0001
1935	046A0001
1936	046A0001
1937	046A0001
1938	046A0001
1939	046A0001
1940	046A0001
1941	046A0001
1942	046A0001
1943	046A0001
1944	046A0001
1945	046A0001
1946	046A0001
1947	046A0001
1948	046A0001
1949	046A0001
1950	046A0001
1951	046A0001
1952	046A0001
1953	046A0001
1954	046A0001
1955	046A0001
1956	046A0001
1957	046A0001
1958	046A0001
1959	046A0001
1960	046A0001
1961	046A0001
1962	046A0001
1963	00471001
1964	046A0001
1965	046A0001
1966	046A0001
1967	00110001
1968	046A0001
1969	046A0001
1970	046A0001
1971	046A0001
1972	046A0001
1973	046A0001
1974	046A0001
1975	046A0001
1976	046A0001
1977	046A0001
1978	046A0001
1979	046A0001
1980	046A0001
1981	046A0004
1982	046A0001
1983	00160001
1984	00160001
1985	00160001
1986	00160001
1987	00160001
1988	00160001
1989	00160001
1990	00160001
1991	00160001
1992	00160001
1993	00160001
1994	00160001
1995	00160001
1996	00160001
1997	00160001
1998	00160001
1999	00160001
2000	00160001
2001	00160001
2002	00160001
2003	00160001
2004	00160001
2005	00160001
2006	00160001
2007	00160001
2008	00160001
2009	00160001
2010	00160001
2011	00160001
2012	00160001
2013	00160001
2014	00160001
2015	00160001
2016	00160001
2017	016C1001
2018	00160001
2019	00160001
2020	00160001
2021	00160001
2022	00160001
2023	00160001
2024	00160001
2025	00160001
2026	00431001
2027	00431001
2028	00431001
2029	00431001
2030	00431001
2031	00431001
2032	00431001
2033	00431001
2034	00431001
2035	00431001
2036	00431001
2037	00431002
2038	00431001
2039	00431001
2040	00431001
2041	00331002
2042	00431001
2043	015A1001
2044	015A1001
2045	015A1001
2046	015A1001
2047	015A1001
2048	015A1001
2049	015A1001
2050	015A1001
2051	015A1001
2052	015A1001
2053	015A1001
2054	015A1001
2055	015A1001
2056	015A1001
2057	015A1001
2058	015A1001
2059	015A1001
2060	015A1001
2061	015A1001
2062	015A1001
